,accuracy,loss,val_accuracy,val_loss
0,0.5056071877479553,1.1717947721481323,0.5794872045516968,1.0394326448440552
1,0.600128173828125,0.9370560050010681,0.6141025424003601,0.8657258152961731
2,0.631528377532959,0.8318860530853271,0.6397435665130615,0.7679650187492371
3,0.6424223184585571,0.7984495759010315,0.6576923131942749,0.7667458057403564
4,0.65203458070755,0.7865272164344788,0.6602563858032227,0.7963296175003052
5,0.6661326289176941,0.7734349370002747,0.6705127954483032,0.7499337196350098
6,0.655238687992096,0.7665359377861023,0.6333333253860474,0.7604333162307739
7,0.6632489562034607,0.7686806321144104,0.6538461446762085,0.7549525499343872
8,0.667734682559967,0.757479727268219,0.6512820720672607,0.7503960728645325
9,0.6696571707725525,0.7368540167808533,0.6910256147384644,0.6986399292945862
10,0.66933673620224,0.7417444586753845,0.6897435784339905,0.6978583931922913
11,0.6856776475906372,0.7254595160484314,0.6846153736114502,0.685003399848938
12,0.6885613799095154,0.7183506488800049,0.7102563977241516,0.6745589971542358
13,0.6898429989814758,0.7127751708030701,0.6794871687889099,0.6932553052902222
14,0.6975328326225281,0.7063623666763306,0.7038461565971375,0.6656549572944641
15,0.699134886264801,0.7050938606262207,0.6705127954483032,0.686636209487915
16,0.683434784412384,0.7106906175613403,0.7064102292060852,0.6967133283615112
17,0.6892021894454956,0.6986725330352783,0.7025641202926636,0.6779189109802246
18,0.6952899694442749,0.6976612210273743,0.7012820243835449,0.6769949197769165
19,0.7042614817619324,0.6904073357582092,0.7064102292060852,0.6686256527900696
20,0.7049022912979126,0.6758472919464111,0.721794843673706,0.6596367955207825
21,0.7199615240097046,0.6627655029296875,0.7153846025466919,0.6538805961608887
22,0.7167574763298035,0.6680904626846313,0.721794843673706,0.6570541262626648
23,0.7036206126213074,0.6816430687904358,0.7064102292060852,0.6785950660705566
24,0.7081063985824585,0.6804254055023193,0.7333333492279053,0.6495904326438904
25,0.7266901731491089,0.6678780317306519,0.7230769395828247,0.6575934290885925
26,0.7190003395080566,0.6595192551612854,0.7307692170143127,0.6652573943138123
27,0.7103492617607117,0.6726399660110474,0.7230769395828247,0.6692067980766296
28,0.7141941785812378,0.6822590827941895,0.7115384340286255,0.6558101177215576
29,0.7190003395080566,0.6596933007240295,0.7307692170143127,0.6349828243255615
30,0.7193207144737244,0.6571364402770996,0.7346153855323792,0.6326940059661865
31,0.7225248217582703,0.6413891911506653,0.7371794581413269,0.6373885869979858
32,0.7206023931503296,0.6457980871200562,0.7089743614196777,0.6698498129844666
33,0.7212432026863098,0.6485939621925354,0.7423076629638672,0.6151653528213501
34,0.7298942804336548,0.6305776238441467,0.7179487347602844,0.6398770213127136
35,0.7250881195068359,0.6290313601493835,0.7307692170143127,0.664788007736206
36,0.7302146553993225,0.6418266296386719,0.7384615540504456,0.6440197825431824
37,0.7289330363273621,0.6358658671379089,0.7256410121917725,0.6267426609992981
38,0.7356616258621216,0.6178578734397888,0.7333333492279053,0.6400188207626343
39,0.7282922267913818,0.6359623670578003,0.7205128073692322,0.631172776222229
40,0.7314963340759277,0.6226682066917419,0.721794843673706,0.651489794254303
41,0.7282922267913818,0.6353142857551575,0.7230769395828247,0.6533315181732178
