,accuracy,loss,val_accuracy,val_loss
0,0.5427747368812561,1.0715043544769287,0.6320512890815735,0.84273761510849
1,0.6209548115730286,0.8792322278022766,0.6615384817123413,0.7850450277328491
2,0.6533162593841553,0.8128901720046997,0.6653845906257629,0.7334754467010498
3,0.6469080448150635,0.7903130054473877,0.6743589639663696,0.7274860739707947
4,0.65203458070755,0.7747318744659424,0.6666666865348816,0.711298406124115
5,0.6539570689201355,0.7693281173706055,0.6871795058250427,0.706709086894989
6,0.6658122539520264,0.7622982263565063,0.6884615421295166,0.7009962201118469
7,0.6699775457382202,0.748336672782898,0.6641025543212891,0.763349175453186
8,0.6558794975280762,0.7755458950996399,0.6910256147384644,0.7166272401809692
9,0.6744633316993713,0.741481602191925,0.6871795058250427,0.6951302289962769
10,0.6863185167312622,0.7252252697944641,0.6987179517745972,0.6981726884841919
11,0.6725408434867859,0.7374253869056702,0.692307710647583,0.6985523104667664
12,0.6863185167312622,0.7463254332542419,0.6858974099159241,0.71708744764328
13,0.6808714866638184,0.7351410388946533,0.678205132484436,0.7323673963546753
14,0.683434784412384,0.7321082949638367,0.7038461565971375,0.6884863972663879
15,0.6946491599082947,0.7083818316459656,0.7128205299377441,0.6775650382041931
16,0.6940083503723145,0.7151011824607849,0.7102563977241516,0.7037593126296997
17,0.6892021894454956,0.7158111333847046,0.7051281929016113,0.6794437766075134
18,0.7029798030853271,0.7039470672607422,0.6910256147384644,0.6942761540412903
19,0.6795898675918579,0.7173442840576172,0.6769230961799622,0.7069752216339111
20,0.6872797012329102,0.7264184951782227,0.7102563977241516,0.6875805854797363
21,0.6840755939483643,0.7041290402412415,0.7076923251152039,0.7049421072006226
22,0.7033002376556396,0.6933048367500305,0.7102563977241516,0.6889247894287109
23,0.7016981840133667,0.7032895088195801,0.7115384340286255,0.6719302535057068
24,0.6981736421585083,0.6915306448936462,0.7064102292060852,0.6819522976875305
25,0.7042614817619324,0.7051129937171936,0.7153846025466919,0.6931195259094238
26,0.6949695348739624,0.7074404358863831,0.7038461565971375,0.6858088374137878
27,0.7058634757995605,0.692344069480896,0.7102563977241516,0.6797481179237366
28,0.7042614817619324,0.6911565065383911,0.7256410121917725,0.6680039763450623
29,0.7049022912979126,0.6815845966339111,0.7166666388511658,0.6789040565490723
30,0.7071451544761658,0.683111310005188,0.7128205299377441,0.6689589023590088
31,0.7125921249389648,0.6831352114677429,0.7038461565971375,0.6897689700126648
32,0.7167574763298035,0.6728125810623169,0.7205128073692322,0.6727417707443237
33,0.7039410471916199,0.681854784488678,0.7051281929016113,0.7182413935661316
34,0.7119513154029846,0.6706533432006836,0.7166666388511658,0.6558020114898682
35,0.7087472081184387,0.6754689812660217,0.7076923251152039,0.6877485513687134
36,0.7145145535469055,0.6680325269699097,0.7051281929016113,0.6863277554512024
37,0.7081063985824585,0.6712812185287476,0.714102566242218,0.6621212959289551
38,0.7119513154029846,0.6662182807922363,0.7153846025466919,0.6699153780937195
39,0.7167574763298035,0.6547348499298096,0.735897421836853,0.6709645390510559
40,0.7292534708976746,0.6583541631698608,0.714102566242218,0.6938754320144653
41,0.7157962322235107,0.6525143384933472,0.728205144405365,0.655144453048706
42,0.7177186608314514,0.6593702435493469,0.6987179517745972,0.6857362985610962
43,0.7090675830841064,0.6519986987113953,0.7166666388511658,0.6570761799812317
44,0.7254084944725037,0.6407263278961182,0.7256410121917725,0.6646818518638611
45,0.7231656312942505,0.6567550897598267,0.7294871807098389,0.6499351263046265
46,0.7113105058670044,0.6544820070266724,0.7269230484962463,0.6585816144943237
47,0.7206023931503296,0.6463756561279297,0.7230769395828247,0.6700666546821594
48,0.7065043449401855,0.6512674689292908,0.7102563977241516,0.6657771468162537
49,0.7177186608314514,0.6631733775138855,0.7115384340286255,0.6717827320098877
50,0.7212432026863098,0.6414734125137329,0.7230769395828247,0.6702288389205933
51,0.7151554226875305,0.6561694145202637,0.7192307710647583,0.6812232136726379
52,0.7173982858657837,0.6426399946212769,0.7269230484962463,0.6522274613380432
53,0.7238065004348755,0.6253448724746704,0.7115384340286255,0.6610488295555115
